"site","date","pm2.5"
"liverpool","15/12/1996",NA
"earlwood","15/12/1996",2.2
"richmond","15/12/1996",2.7
"chullora","15/12/1996",NA
"earlwood","16/12/1996",6.1
"richmond","16/12/1996",3.5
"chullora","16/12/1996",NA
"liverpool","16/12/1996",NA
"chullora","17/12/1996",NA
"richmond","17/12/1996",4.7
"liverpool","17/12/1996",NA
"earlwood","17/12/1996",3.5
"chullora","18/12/1996",NA
"earlwood","18/12/1996",3.4
"richmond","18/12/1996",2.2
"liverpool","18/12/1996",NA
"earlwood","19/12/1996",4.5
"richmond","19/12/1996",6.1
"liverpool","19/12/1996",NA
"chullora","19/12/1996",NA
"earlwood","20/12/1996",5.7
"liverpool","20/12/1996",NA
"richmond","20/12/1996",2.4
"chullora","20/12/1996",NA
"earlwood","21/12/1996",6.3
"liverpool","21/12/1996",NA
"richmond","21/12/1996",2.9
"chullora","21/12/1996",NA
"liverpool","22/12/1996",NA
"earlwood","22/12/1996",5.7
"richmond","22/12/1996",5.2
"chullora","22/12/1996",NA
"liverpool","23/12/1996",NA
"chullora","23/12/1996",NA
"richmond","23/12/1996",7.5
"earlwood","23/12/1996",9.2
"richmond","24/12/1996",5.1
"liverpool","24/12/1996",NA
"chullora","24/12/1996",NA
"earlwood","24/12/1996",9.3
"richmond","25/12/1996",4.5
"earlwood","25/12/1996",4.8
"liverpool","25/12/1996",NA
"chullora","25/12/1996",NA
"liverpool","26/12/1996",NA
"richmond","26/12/1996",3.2
"earlwood","26/12/1996",5.5
"chullora","26/12/1996",NA
"liverpool","27/12/1996",NA
"richmond","27/12/1996",2.1
"chullora","27/12/1996",NA
"earlwood","27/12/1996",3.6
"earlwood","28/12/1996",3.9
"liverpool","28/12/1996",NA
"richmond","28/12/1996",3.7
"chullora","28/12/1996",NA
"liverpool","29/12/1996",NA
"richmond","29/12/1996",4.1
"earlwood","29/12/1996",6.1
"chullora","29/12/1996",NA
"earlwood","30/12/1996",3.8
"liverpool","30/12/1996",NA
"richmond","30/12/1996",2.5
"chullora","30/12/1996",NA
"earlwood","31/12/1996",4.9
"richmond","31/12/1996",4.7
"liverpool","31/12/1996",NA
"chullora","31/12/1996",NA
"richmond","01/01/1997",2.5
"liverpool","01/01/1997",NA
"chullora","01/01/1997",NA
"earlwood","01/01/1997",3
"liverpool","02/01/1997",NA
"chullora","02/01/1997",NA
"richmond","02/01/1997",2.3
"earlwood","02/01/1997",2.8
"earlwood","03/01/1997",3.1
"richmond","03/01/1997",2
"chullora","03/01/1997",NA
"liverpool","03/01/1997",NA
"richmond","04/01/1997",2
"earlwood","04/01/1997",NA
"liverpool","04/01/1997",NA
"chullora","04/01/1997",NA
"chullora","05/01/1997",NA
"richmond","05/01/1997",1.5
"liverpool","05/01/1997",NA
"earlwood","05/01/1997",NA
"earlwood","06/01/1997",NA
"richmond","06/01/1997",1.9
"liverpool","06/01/1997",NA
"chullora","06/01/1997",NA
"chullora","07/01/1997",NA
"richmond","07/01/1997",3.3
"earlwood","07/01/1997",2.9
"liverpool","07/01/1997",NA
"liverpool","08/01/1997",NA
"earlwood","08/01/1997",4.4
"chullora","08/01/1997",NA
"richmond","08/01/1997",3.2
"richmond","09/01/1997",4.3
"earlwood","09/01/1997",5.5
"chullora","09/01/1997",NA
"liverpool","09/01/1997",NA
"richmond","10/01/1997",4.1
"earlwood","10/01/1997",5.2
"chullora","10/01/1997",NA
"liverpool","10/01/1997",NA
"richmond","11/01/1997",2.8
"earlwood","11/01/1997",3.1
"liverpool","11/01/1997",NA
"chullora","11/01/1997",NA
"richmond","12/01/1997",1.9
"chullora","12/01/1997",NA
"liverpool","12/01/1997",NA
"earlwood","12/01/1997",3.3
"liverpool","13/01/1997",NA
"earlwood","13/01/1997",1.3
"chullora","13/01/1997",NA
"richmond","13/01/1997",2.1
"richmond","14/01/1997",2.2
"chullora","14/01/1997",NA
"liverpool","14/01/1997",NA
"earlwood","14/01/1997",3.3
"earlwood","15/01/1997",5.3
"liverpool","15/01/1997",NA
"richmond","15/01/1997",4.5
"chullora","15/01/1997",NA
"earlwood","16/01/1997",8
"chullora","16/01/1997",NA
"liverpool","16/01/1997",NA
"richmond","16/01/1997",5.6
"richmond","17/01/1997",3.4
"earlwood","17/01/1997",5.8
"chullora","17/01/1997",NA
"liverpool","17/01/1997",NA
"earlwood","18/01/1997",4
"richmond","18/01/1997",2.6
"liverpool","18/01/1997",NA
"chullora","18/01/1997",NA
"chullora","19/01/1997",NA
"earlwood","19/01/1997",3.8
"richmond","19/01/1997",2.8
"liverpool","19/01/1997",NA
"chullora","20/01/1997",NA
"richmond","20/01/1997",8.7
"earlwood","20/01/1997",4.3
"liverpool","20/01/1997",NA
"liverpool","21/01/1997",NA
"richmond","21/01/1997",7.8
"chullora","21/01/1997",NA
"earlwood","21/01/1997",10.8
"liverpool","22/01/1997",NA
"richmond","22/01/1997",6.1
"chullora","22/01/1997",NA
"earlwood","22/01/1997",9.9
"liverpool","23/01/1997",NA
"chullora","23/01/1997",NA
"richmond","23/01/1997",6.8
"earlwood","23/01/1997",7.3
"earlwood","24/01/1997",1.3
"liverpool","24/01/1997",NA
"richmond","24/01/1997",1.7
"chullora","24/01/1997",NA
"richmond","25/01/1997",1.3
"chullora","25/01/1997",NA
"liverpool","25/01/1997",NA
"earlwood","25/01/1997",1.7
"liverpool","26/01/1997",NA
"chullora","26/01/1997",NA
"earlwood","26/01/1997",2.1
"richmond","26/01/1997",1.4
"chullora","27/01/1997",NA
"liverpool","27/01/1997",NA
"richmond","27/01/1997",3.5
"earlwood","27/01/1997",5.1
"richmond","28/01/1997",4.2
"chullora","28/01/1997",NA
"liverpool","28/01/1997",NA
"earlwood","28/01/1997",6.1
"earlwood","29/01/1997",0.8
"liverpool","29/01/1997",NA
"richmond","29/01/1997",NA
"chullora","29/01/1997",NA
"liverpool","30/01/1997",NA
"richmond","30/01/1997",-0.5
"earlwood","30/01/1997",0
"chullora","30/01/1997",NA
"liverpool","31/01/1997",NA
"chullora","31/01/1997",NA
"richmond","31/01/1997",1.9
"earlwood","31/01/1997",4.4
"liverpool","01/02/1997",NA
"earlwood","01/02/1997",11.5
"richmond","01/02/1997",7.9
"chullora","01/02/1997",NA
"richmond","02/02/1997",1.3
"chullora","02/02/1997",NA
"liverpool","02/02/1997",NA
"earlwood","02/02/1997",1.8
"earlwood","03/02/1997",3.4
"chullora","03/02/1997",NA
"liverpool","03/02/1997",NA
"richmond","03/02/1997",2.2
"earlwood","04/02/1997",2.5
"liverpool","04/02/1997",NA
"richmond","04/02/1997",3
"chullora","04/02/1997",NA
"earlwood","05/02/1997",4.8
"richmond","05/02/1997",3.1
"chullora","05/02/1997",NA
"liverpool","05/02/1997",NA
"chullora","06/02/1997",NA
"liverpool","06/02/1997",NA
"earlwood","06/02/1997",6
"richmond","06/02/1997",6.9
"richmond","07/02/1997",4.2
"liverpool","07/02/1997",NA
"chullora","07/02/1997",NA
"earlwood","07/02/1997",4
"liverpool","08/02/1997",NA
"richmond","08/02/1997",6
"chullora","08/02/1997",NA
"earlwood","08/02/1997",7.3
"chullora","09/02/1997",NA
"liverpool","09/02/1997",NA
"richmond","09/02/1997",5.6
"earlwood","09/02/1997",10.5
"earlwood","10/02/1997",6.8
"liverpool","10/02/1997",NA
"chullora","10/02/1997",NA
"richmond","10/02/1997",5.6
"earlwood","11/02/1997",2.6
"richmond","11/02/1997",0.7
"chullora","11/02/1997",NA
"liverpool","11/02/1997",NA
"earlwood","12/02/1997",1.4
"liverpool","12/02/1997",NA
"richmond","12/02/1997",-0.6
"chullora","12/02/1997",NA
"richmond","13/02/1997",0.4
"liverpool","13/02/1997",NA
"earlwood","13/02/1997",1.8
"chullora","13/02/1997",NA
"liverpool","14/02/1997",NA
"earlwood","14/02/1997",0.8
"richmond","14/02/1997",0.3
"chullora","14/02/1997",NA
"richmond","15/02/1997",1.4
"chullora","15/02/1997",NA
"liverpool","15/02/1997",NA
"earlwood","15/02/1997",3.4
"earlwood","16/02/1997",2.9
"richmond","16/02/1997",4.4
"chullora","16/02/1997",NA
"liverpool","16/02/1997",NA
"earlwood","17/02/1997",2.1
"richmond","17/02/1997",2.4
"chullora","17/02/1997",NA
"liverpool","17/02/1997",NA
"liverpool","18/02/1997",NA
"earlwood","18/02/1997",1.9
"richmond","18/02/1997",2.5
"chullora","18/02/1997",NA
"earlwood","19/02/1997",1.3
"chullora","19/02/1997",NA
"richmond","19/02/1997",1
"liverpool","19/02/1997",NA
"liverpool","20/02/1997",NA
"earlwood","20/02/1997",4.9
"richmond","20/02/1997",2.1
"chullora","20/02/1997",NA
"richmond","21/02/1997",NA
"liverpool","21/02/1997",NA
"chullora","21/02/1997",NA
"earlwood","21/02/1997",8.5
"liverpool","22/02/1997",NA
"richmond","22/02/1997",NA
"chullora","22/02/1997",NA
"earlwood","22/02/1997",11.6
"earlwood","23/02/1997",10.6
"liverpool","23/02/1997",NA
"richmond","23/02/1997",NA
"chullora","23/02/1997",NA
"earlwood","24/02/1997",5.4
"liverpool","24/02/1997",NA
"richmond","24/02/1997",NA
"chullora","24/02/1997",NA
"liverpool","25/02/1997",NA
"earlwood","25/02/1997",3
"richmond","25/02/1997",NA
"chullora","25/02/1997",NA
"liverpool","26/02/1997",NA
"earlwood","26/02/1997",7.8
"richmond","26/02/1997",5.7
"chullora","26/02/1997",NA
"richmond","27/02/1997",1.3
"chullora","27/02/1997",NA
"liverpool","27/02/1997",NA
"earlwood","27/02/1997",2.2
"liverpool","28/02/1997",NA
"richmond","28/02/1997",1.5
"earlwood","28/02/1997",2.3
"chullora","28/02/1997",NA
"richmond","01/03/1997",5.2
"chullora","01/03/1997",NA
"earlwood","01/03/1997",9
"liverpool","01/03/1997",NA
"liverpool","02/03/1997",NA
"richmond","02/03/1997",3.6
"earlwood","02/03/1997",2.7
"chullora","02/03/1997",NA
"liverpool","03/03/1997",NA
"richmond","03/03/1997",1.8
"earlwood","03/03/1997",3.6
"chullora","03/03/1997",NA
"richmond","04/03/1997",1.6
"chullora","04/03/1997",NA
"liverpool","04/03/1997",NA
"earlwood","04/03/1997",2.1
"richmond","05/03/1997",0.4
"liverpool","05/03/1997",NA
"earlwood","05/03/1997",2.5
"chullora","05/03/1997",NA
"liverpool","06/03/1997",NA
"richmond","06/03/1997",0.7
"chullora","06/03/1997",NA
"earlwood","06/03/1997",3.1
"richmond","07/03/1997",1.1
"chullora","07/03/1997",NA
"earlwood","07/03/1997",2.3
"liverpool","07/03/1997",NA
"earlwood","08/03/1997",4
"chullora","08/03/1997",NA
"richmond","08/03/1997",2.7
"liverpool","08/03/1997",NA
"chullora","09/03/1997",NA
"earlwood","09/03/1997",4.7
"richmond","09/03/1997",1.6
"liverpool","09/03/1997",NA
"chullora","10/03/1997",NA
"earlwood","10/03/1997",3.2
"richmond","10/03/1997",1.6
"liverpool","10/03/1997",NA
"chullora","11/03/1997",NA
"earlwood","11/03/1997",4.1
"richmond","11/03/1997",1.2
"liverpool","11/03/1997",NA
"liverpool","12/03/1997",NA
"chullora","12/03/1997",NA
"earlwood","12/03/1997",5.3
"richmond","12/03/1997",1.7
"earlwood","13/03/1997",7
"chullora","13/03/1997",NA
"richmond","13/03/1997",NA
"liverpool","13/03/1997",NA
"liverpool","14/03/1997",NA
"chullora","14/03/1997",NA
"earlwood","14/03/1997",6.3
"richmond","14/03/1997",NA
"earlwood","15/03/1997",6.4
"liverpool","15/03/1997",NA
"richmond","15/03/1997",4.8
"chullora","15/03/1997",NA
"chullora","16/03/1997",NA
"earlwood","16/03/1997",6.6
"richmond","16/03/1997",5.2
"liverpool","16/03/1997",NA
"earlwood","17/03/1997",3.7
"richmond","17/03/1997",3.4
"chullora","17/03/1997",NA
"liverpool","17/03/1997",NA
"richmond","18/03/1997",2.7
"chullora","18/03/1997",NA
"earlwood","18/03/1997",5.7
"liverpool","18/03/1997",NA
"earlwood","19/03/1997",9.4
"richmond","19/03/1997",2.7
"chullora","19/03/1997",NA
"liverpool","19/03/1997",NA
"earlwood","20/03/1997",6
"liverpool","20/03/1997",NA
"richmond","20/03/1997",6.4
"chullora","20/03/1997",NA
"earlwood","21/03/1997",4.8
"chullora","21/03/1997",NA
"liverpool","21/03/1997",NA
"richmond","21/03/1997",3.4
"liverpool","22/03/1997",NA
"earlwood","22/03/1997",2.8
"chullora","22/03/1997",NA
"richmond","22/03/1997",1.8
"chullora","23/03/1997",NA
"richmond","23/03/1997",2.6
"earlwood","23/03/1997",4.3
"liverpool","23/03/1997",NA
"richmond","24/03/1997",2.1
"chullora","24/03/1997",NA
"earlwood","24/03/1997",4.2
"liverpool","24/03/1997",NA
"chullora","25/03/1997",NA
"earlwood","25/03/1997",6.2
"richmond","25/03/1997",4.2
"liverpool","25/03/1997",NA
"richmond","26/03/1997",5.4
"chullora","26/03/1997",NA
"liverpool","26/03/1997",NA
"earlwood","26/03/1997",7.5
"liverpool","27/03/1997",NA
"richmond","27/03/1997",4.9
"earlwood","27/03/1997",8.4
"chullora","27/03/1997",NA
"richmond","28/03/1997",4.5
"earlwood","28/03/1997",8.1
"chullora","28/03/1997",NA
"liverpool","28/03/1997",NA
"liverpool","29/03/1997",NA
"chullora","29/03/1997",NA
"earlwood","29/03/1997",4.5
"richmond","29/03/1997",3.2
"earlwood","30/03/1997",3.6
"richmond","30/03/1997",3.5
"liverpool","30/03/1997",NA
"chullora","30/03/1997",NA
"liverpool","31/03/1997",NA
"richmond","31/03/1997",1.4
"earlwood","31/03/1997",1.7
"chullora","31/03/1997",NA
"richmond","01/04/1997",2.6
"liverpool","01/04/1997",NA
"chullora","01/04/1997",NA
"earlwood","01/04/1997",3.4
"chullora","02/04/1997",NA
"earlwood","02/04/1997",12.8
"liverpool","02/04/1997",NA
"richmond","02/04/1997",3.6
"liverpool","03/04/1997",NA
"chullora","03/04/1997",NA
"richmond","03/04/1997",5.2
"earlwood","03/04/1997",10.1
"earlwood","04/04/1997",8
"chullora","04/04/1997",NA
"liverpool","04/04/1997",NA
"richmond","04/04/1997",5.2
"liverpool","05/04/1997",NA
"earlwood","05/04/1997",7.2
"richmond","05/04/1997",5.2
"chullora","05/04/1997",NA
"richmond","06/04/1997",2.3
"liverpool","06/04/1997",NA
"earlwood","06/04/1997",2.2
"chullora","06/04/1997",NA
"richmond","07/04/1997",1.7
"earlwood","07/04/1997",2.2
"liverpool","07/04/1997",NA
"chullora","07/04/1997",NA
"liverpool","08/04/1997",NA
"earlwood","08/04/1997",4.1
"chullora","08/04/1997",NA
"richmond","08/04/1997",1.5
"liverpool","09/04/1997",NA
"earlwood","09/04/1997",8.7
"richmond","09/04/1997",4.6
"chullora","09/04/1997",NA
"earlwood","10/04/1997",12
"richmond","10/04/1997",7.2
"chullora","10/04/1997",NA
"liverpool","10/04/1997",NA
"richmond","11/04/1997",7.4
"chullora","11/04/1997",NA
"earlwood","11/04/1997",12.8
"liverpool","11/04/1997",NA
"liverpool","12/04/1997",NA
"earlwood","12/04/1997",14.1
"richmond","12/04/1997",6.7
"chullora","12/04/1997",NA
"liverpool","13/04/1997",NA
"richmond","13/04/1997",6
"chullora","13/04/1997",NA
"earlwood","13/04/1997",12.8
"richmond","14/04/1997",10.3
"chullora","14/04/1997",NA
"earlwood","14/04/1997",18.8
"liverpool","14/04/1997",NA
"richmond","15/04/1997",8.8
"chullora","15/04/1997",NA
"liverpool","15/04/1997",NA
"earlwood","15/04/1997",8.1
"liverpool","16/04/1997",NA
"earlwood","16/04/1997",7.5
"richmond","16/04/1997",5.8
"chullora","16/04/1997",NA
"liverpool","17/04/1997",NA
"chullora","17/04/1997",NA
"earlwood","17/04/1997",13.1
"richmond","17/04/1997",4.1
"liverpool","18/04/1997",NA
"richmond","18/04/1997",13.3
"chullora","18/04/1997",NA
"earlwood","18/04/1997",18.8
"liverpool","19/04/1997",NA
"chullora","19/04/1997",NA
"richmond","19/04/1997",6
"earlwood","19/04/1997",9
"earlwood","20/04/1997",17.1
"liverpool","20/04/1997",NA
"richmond","20/04/1997",15.1
"chullora","20/04/1997",NA
"richmond","21/04/1997",16.5
"earlwood","21/04/1997",18.3
"chullora","21/04/1997",NA
"liverpool","21/04/1997",NA
"earlwood","22/04/1997",18.6
"liverpool","22/04/1997",NA
"richmond","22/04/1997",16.6
"chullora","22/04/1997",NA
"liverpool","23/04/1997",NA
"richmond","23/04/1997",4.9
"chullora","23/04/1997",NA
"earlwood","23/04/1997",11.4
"liverpool","24/04/1997",NA
"earlwood","24/04/1997",13.3
"richmond","24/04/1997",4.9
"chullora","24/04/1997",NA
"richmond","25/04/1997",2
"chullora","25/04/1997",NA
"liverpool","25/04/1997",NA
"earlwood","25/04/1997",4.7
"chullora","26/04/1997",NA
"liverpool","26/04/1997",NA
"earlwood","26/04/1997",10.3
"richmond","26/04/1997",4.9
"liverpool","27/04/1997",NA
"chullora","27/04/1997",NA
"earlwood","27/04/1997",10.4
"richmond","27/04/1997",6.1
"liverpool","28/04/1997",NA
"earlwood","28/04/1997",9.3
"richmond","28/04/1997",3.9
"chullora","28/04/1997",NA
"liverpool","29/04/1997",NA
"earlwood","29/04/1997",13.1
"richmond","29/04/1997",5.6
"chullora","29/04/1997",NA
"earlwood","30/04/1997",13.3
"richmond","30/04/1997",7
"chullora","30/04/1997",NA
"liverpool","30/04/1997",NA
"liverpool","01/05/1997",NA
"earlwood","01/05/1997",7.7
"chullora","01/05/1997",NA
"richmond","01/05/1997",3.8
"earlwood","02/05/1997",9.9
"liverpool","02/05/1997",NA
"chullora","02/05/1997",NA
"richmond","02/05/1997",3.5
"richmond","03/05/1997",2.9
"liverpool","03/05/1997",NA
"chullora","03/05/1997",NA
"earlwood","03/05/1997",8.5
"chullora","04/05/1997",NA
"richmond","04/05/1997",5.2
"earlwood","04/05/1997",6
"liverpool","04/05/1997",NA
"earlwood","05/05/1997",8.7
"liverpool","05/05/1997",NA
"richmond","05/05/1997",9.2
"chullora","05/05/1997",NA
"earlwood","06/05/1997",6.3
"liverpool","06/05/1997",NA
"richmond","06/05/1997",3.4
"chullora","06/05/1997",NA
"liverpool","07/05/1997",NA
"earlwood","07/05/1997",8.4
"richmond","07/05/1997",2.9
"chullora","07/05/1997",NA
"earlwood","08/05/1997",5.1
"chullora","08/05/1997",NA
"liverpool","08/05/1997",NA
"richmond","08/05/1997",1.3
"earlwood","09/05/1997",2.9
"chullora","09/05/1997",NA
"liverpool","09/05/1997",NA
"richmond","09/05/1997",1.8
"liverpool","10/05/1997",NA
"chullora","10/05/1997",NA
"earlwood","10/05/1997",1
"richmond","10/05/1997",-0.9
"earlwood","11/05/1997",2.5
"richmond","11/05/1997",0.1
"liverpool","11/05/1997",NA
"chullora","11/05/1997",NA
"liverpool","12/05/1997",NA
"earlwood","12/05/1997",2
"richmond","12/05/1997",0.7
"chullora","12/05/1997",NA
"richmond","13/05/1997",2.3
"earlwood","13/05/1997",6.9
"chullora","13/05/1997",NA
"liverpool","13/05/1997",NA
"liverpool","14/05/1997",NA
"earlwood","14/05/1997",10.2
"chullora","14/05/1997",NA
"richmond","14/05/1997",5.3
"chullora","15/05/1997",NA
"liverpool","15/05/1997",NA
"richmond","15/05/1997",7.2
"earlwood","15/05/1997",20.7
"earlwood","16/05/1997",14.4
"liverpool","16/05/1997",NA
"richmond","16/05/1997",7.4
"chullora","16/05/1997",NA
"liverpool","17/05/1997",NA
"richmond","17/05/1997",0.8
"chullora","17/05/1997",NA
"earlwood","17/05/1997",5.2
"chullora","18/05/1997",NA
"earlwood","18/05/1997",4.3
"liverpool","18/05/1997",NA
"richmond","18/05/1997",2.9
"richmond","19/05/1997",0.8
"chullora","19/05/1997",NA
"liverpool","19/05/1997",NA
"earlwood","19/05/1997",4.8
"richmond","20/05/1997",2.4
"chullora","20/05/1997",NA
"liverpool","20/05/1997",NA
"earlwood","20/05/1997",4.2
"richmond","21/05/1997",2.5
"earlwood","21/05/1997",7.3
"chullora","21/05/1997",NA
"liverpool","21/05/1997",NA
"richmond","22/05/1997",1.6
"chullora","22/05/1997",NA
"earlwood","22/05/1997",3.9
"liverpool","22/05/1997",NA
"liverpool","23/05/1997",NA
"earlwood","23/05/1997",2.1
"richmond","23/05/1997",0.7
"chullora","23/05/1997",NA
"liverpool","24/05/1997",NA
"earlwood","24/05/1997",2.3
"richmond","24/05/1997",0.5
"chullora","24/05/1997",NA
"richmond","25/05/1997",3.9
"chullora","25/05/1997",NA
"liverpool","25/05/1997",NA
"earlwood","25/05/1997",6.7
"richmond","26/05/1997",4.8
"chullora","26/05/1997",NA
"earlwood","26/05/1997",12.2
"liverpool","26/05/1997",NA
"liverpool","27/05/1997",NA
"earlwood","27/05/1997",11.4
"richmond","27/05/1997",2.6
"chullora","27/05/1997",NA
"earlwood","28/05/1997",10.9
"chullora","28/05/1997",NA
"liverpool","28/05/1997",NA
"richmond","28/05/1997",3.7
"richmond","29/05/1997",1
"chullora","29/05/1997",NA
"liverpool","29/05/1997",NA
"earlwood","29/05/1997",6.8
"earlwood","30/05/1997",3.7
"liverpool","30/05/1997",NA
"richmond","30/05/1997",1.3
"chullora","30/05/1997",NA
"liverpool","31/05/1997",NA
"earlwood","31/05/1997",2.5
"richmond","31/05/1997",2.3
"chullora","31/05/1997",NA
"earlwood","01/06/1997",3
"richmond","01/06/1997",1.6
"liverpool","01/06/1997",NA
"chullora","01/06/1997",NA
"richmond","02/06/1997",3.9
"earlwood","02/06/1997",11.4
"chullora","02/06/1997",NA
"liverpool","02/06/1997",NA
"earlwood","03/06/1997",26.9
"liverpool","03/06/1997",NA
"richmond","03/06/1997",9.2
"chullora","03/06/1997",NA
"liverpool","04/06/1997",NA
"richmond","04/06/1997",9.5
"chullora","04/06/1997",NA
"earlwood","04/06/1997",21
"liverpool","05/06/1997",NA
"richmond","05/06/1997",6.1
"earlwood","05/06/1997",18.6
"chullora","05/06/1997",NA
"richmond","06/06/1997",1.7
"earlwood","06/06/1997",9.8
"liverpool","06/06/1997",NA
"chullora","06/06/1997",NA
"earlwood","07/06/1997",7.8
"liverpool","07/06/1997",NA
"richmond","07/06/1997",2.7
"chullora","07/06/1997",NA
"richmond","08/06/1997",6.6
"chullora","08/06/1997",NA
"liverpool","08/06/1997",NA
"earlwood","08/06/1997",6.1
"chullora","09/06/1997",NA
"liverpool","09/06/1997",NA
"richmond","09/06/1997",10.1
"earlwood","09/06/1997",15.2
"earlwood","10/06/1997",25.7
"richmond","10/06/1997",9.6
"liverpool","10/06/1997",NA
"chullora","10/06/1997",NA
"richmond","11/06/1997",9.9
"earlwood","11/06/1997",26
"liverpool","11/06/1997",NA
"chullora","11/06/1997",NA
"earlwood","12/06/1997",20.3
"chullora","12/06/1997",NA
"liverpool","12/06/1997",NA
"richmond","12/06/1997",8.9
"earlwood","13/06/1997",13.1
"liverpool","13/06/1997",NA
"richmond","13/06/1997",5
"chullora","13/06/1997",NA
"earlwood","14/06/1997",1.1
"liverpool","14/06/1997",NA
"richmond","14/06/1997",2.4
"chullora","14/06/1997",NA
"liverpool","15/06/1997",NA
"richmond","15/06/1997",5.4
"earlwood","15/06/1997",3.2
"chullora","15/06/1997",NA
"liverpool","16/06/1997",NA
"earlwood","16/06/1997",2.8
"richmond","16/06/1997",0.7
"chullora","16/06/1997",NA
"liverpool","17/06/1997",NA
"chullora","17/06/1997",NA
"richmond","17/06/1997",1.8
"earlwood","17/06/1997",3.3
"richmond","18/06/1997",1.5
"earlwood","18/06/1997",3.6
"chullora","18/06/1997",NA
"liverpool","18/06/1997",NA
"liverpool","19/06/1997",NA
